Position
"-74.175217,40.689526,back"
"-74.175308,40.689297,back"
"-74.175446,40.688931,back"
"-74.175735,40.688736,back"
"-74.175507,40.688656,back"
"-74.175217,40.688541,back"
"-74.174942,40.68845,back"
"-74.174599,40.68832,back"
"-74.174362,40.688229,back"
"-74.173889,40.688049,back"
"-74.173523,40.687237,back"
"-74.173706,40.686974,back"
"-74.173851,40.686726,back"
"-74.173996,40.686493,back"
"-74.174164,40.686249,back"
"-74.174316,40.685993,back"
"-74.174484,40.685726,back"
"-74.174652,40.685474,back"
"-74.174805,40.685223,back"
"-74.174988,40.684937,back"
"-74.175125,40.684719,back"
"-74.175255,40.684502,back"
"-74.1754,40.684292,back"
"-74.175522,40.68409,back"
"-74.17572,40.683792,back"
"-74.175941,40.683434,back"
"-74.176163,40.683083,back"
"-74.176346,40.682808,back"
"-74.176506,40.682571,back"
"-74.176643,40.682362,back"
"-74.176773,40.68214,back"
"-74.176941,40.68187,back"
"-74.177094,40.681629,back"
"-74.177277,40.681366,back"
"-74.177475,40.681057,back"
"-74.177673,40.680714,back"
"-74.177963,40.680256,back"
"-74.178314,40.679707,back"
"-74.178482,40.679451,back"
"-74.178619,40.679249,back"
"-74.178772,40.679008,back"
"-74.178909,40.678776,back"
"-74.179062,40.678543,back"
"-74.17926,40.67823,back"
"-74.17942,40.677963,back"
"-74.179565,40.67775,back"
"-74.179718,40.677509,back"
"-74.179855,40.677277,back"
"-74.180031,40.677021,back"
"-74.180183,40.676777,back"
"-74.180359,40.676502,back"
"-74.180496,40.676273,back"
"-74.180328,40.676537,back"
"-74.17952,40.675587,back"
"-74.179192,40.675671,back"
"-74.179062,40.675873,back"
"-74.178986,40.676136,back"
"-74.178749,40.676506,back"
"-74.177505,40.678474,back"
"-74.174438,40.683243,back"
"-74.17157,40.687775,back"
"-74.168205,40.692986,back"
"-74.165833,40.696838,back"
"-74.163017,40.70118,back"
"-74.158325,40.707047,back"
"-74.154404,40.710304,back"
"-74.149963,40.713364,back"
"-74.140549,40.719151,back"
"-74.129684,40.725807,back"
"-74.118469,40.732819,back"
"-74.109337,40.738514,back"
"-74.104431,40.741653,back"
"-74.094856,40.749783,back"
"-74.088303,40.757462,back"
"-74.084122,40.762863,back"
"-74.077629,40.771381,back"
"-74.069458,40.781982,back"
"-74.058212,40.79652,back"
"-74.053711,40.802353,back"
"-74.048851,40.808109,back"
"-74.03949,40.815765,back"
"-74.031799,40.819565,back"
"-74.016785,40.823776,back"
"-74.00753,40.825287,back"
"-73.993164,40.827164,back"
"-73.968765,40.830223,back"
"-73.948242,40.832794,back"
"-73.92865,40.835266,back"
"-73.907776,40.837997,back"
"-73.881874,40.841442,back"
"-73.855469,40.845028,back"
"-73.836365,40.848938,back"
"-73.825806,40.852341,back"
"-73.811035,40.858109,back"
"-73.797119,40.863876,back"
"-73.771729,40.874268,back"
"-73.752968,40.883152,back"
"-73.744789,40.888599,back"
"-73.737236,40.89465,back"
"-73.73056,40.900375,back"
"-73.706909,40.920914,back"
"-73.692505,40.93309,back"
"-73.67395,40.948471,back"
"-73.656921,40.962387,back"
"-73.638176,40.977562,back"
"-73.623817,40.989201,back"
"-73.590546,41.016201,back"
"-73.571693,41.031513,back"
"-73.552216,41.047295,back"
"-73.497849,41.091381,back"
"-73.448288,41.131508,back"
"-73.38916,41.179504,back"
"-73.331619,41.226055,back"
"-73.273865,41.272522,back"
"-73.211121,41.323151,back"
"-73.149475,41.371857,back"
"-73.118233,41.391132,back"
"-73.10746,41.396439,back"
"-72.925331,41.475994,back"
"-72.75721,41.549736,back"
"-72.585648,41.622635,back"
"-72.411636,41.687119,back"
"-72.148651,41.787003,back"
"-71.952148,41.861122,back"
"-71.763077,41.931881,back"
"-71.553017,42.009979,back"
"-71.343277,42.087387,back"
"-71.126381,42.166832,back"
"-70.913124,42.244354,back"
"-70.698685,42.321709,back"
"-70.431244,42.417282,back"
"-70.217247,42.493149,back"
"-69.984444,42.574909,back"
"-69.750603,42.656609,back"
"-69.515991,42.737549,back"
"-69.285477,42.8167,back"
"-69.057838,42.89407,back"
"-68.884666,42.952587,back"
"-68.59948,43.048019,back"
"-68.530991,43.070801,back"
"-68.224586,43.172012,back"
"-68.12249,43.20546,back"
"-67.822243,43.30307,back"
"-67.600052,43.374676,back"
"-67.378387,43.445435,back"
"-67.167732,43.512192,back"
"-66.957329,43.592377,back"
"-66.771774,43.691071,back"
"-66.594391,43.787613,back"
"-66.410057,43.887863,back"
"-66.235001,43.98251,back"
"-66.057983,44.077652,back"
"-65.839531,44.194061,back"
"-65.64827,44.295383,back"
"-65.463997,44.392365,back"
"-65.276642,44.490372,back"
"-65.089088,44.587738,back"
"-64.900887,44.684921,back"
"-64.721306,44.776932,back"
"-64.534096,44.872448,back"
"-64.353958,44.963596,back"
"-64.166115,45.058098,back"
"-63.987324,45.14743,back"
"-63.80722,45.236938,back"
"-63.618744,45.329868,back"
"-63.439507,45.417755,back"
"-63.251953,45.509171,back"
"-63.069214,45.597591,back"
"-62.87867,45.689205,back"
"-62.682293,45.77742,back"
"-62.491573,45.855972,back"
"-62.290352,45.940353,back"
"-62.097675,46.020584,back"
"-61.903336,46.100739,back"
"-61.709518,46.180241,back"
"-61.511284,46.26096,back"
"-61.317108,46.339417,back"
"-61.118687,46.419113,back"
"-60.919861,46.498306,back"
"-60.721302,46.576859,back"
"-60.513725,46.658424,back"
"-60.320034,46.733871,back"
"-60.117859,46.812057,back"
"-59.917534,46.889091,back"
"-59.724838,46.962524,back"
"-59.520969,47.039593,back"
"-59.315254,47.116928,back"
"-59.118839,47.190098,back"
"-58.917,47.264786,back"
"-58.712063,47.340042,back"
"-58.509819,47.413742,back"
"-58.307121,47.48703,back"
"-58.10257,47.560455,back"
"-57.90168,47.632015,back"
"-57.698929,47.703659,back"
"-57.494835,47.775257,back"
"-57.290062,47.845413,back"
"-57.088413,47.913845,back"
"-56.887207,47.98167,back"
"-56.677341,48.051918,back"
"-56.476524,48.118515,back"
"-56.274296,48.185028,back"
"-56.071121,48.25145,back"
"-55.864212,48.318466,back"
"-55.660496,48.38393,back"
"-55.447277,48.451942,back"
"-55.23362,48.519394,back"
"-55.029602,48.583328,back"
"-54.815994,48.649742,back"
"-54.612965,48.712261,back"
"-54.414703,48.772873,back"
"-54.206894,48.835876,back"
"-54.003086,48.897125,back"
"-53.798603,48.958103,back"
"-53.581238,49.022415,back"
"-53.372356,49.083481,back"
"-53.163898,49.144043,back"
"-52.953819,49.204514,back"
"-52.743107,49.264618,back"
"-52.53331,49.32399,back"
"-52.321896,49.38327,back"
"-52.100925,49.444611,back"
"-51.881416,49.505081,back"
"-51.66885,49.563004,back"
"-51.455505,49.620636,back"
"-51.37619,49.641953,back"
"-51.047321,49.71244,back"
"-50.92382,49.727524,back"
"-50.672066,49.788933,back"
"-50.479332,49.835934,back"
"-50.250732,49.899364,back"
"-50.049515,49.946495,back"
"-49.60289,50.089355,back"
"-49.414131,50.14772,back"
"-49.271931,50.175171,back"
"-49.068787,50.215553,back"
"-48.847492,50.265766,back"
"-48.612087,50.318657,back"
"-48.381142,50.360626,back"
"-48.160942,50.413185,back"
"-48.026817,50.455952,back"
"-36.421837,52.061756,back"
"-14.651489,52.000946,back"
"-14.4245,52.000992,back"
"-14.194728,52.000618,back"
"-13.962916,51.999783,back"
"-13.729858,52.000214,back"
"-13.496323,52.000076,back"
"-13.256607,51.999435,back"
"-13.017778,51.998245,back"
"-12.775844,51.996521,back"
"-12.540187,51.994427,back"
"-12.301559,51.991791,back"
"-12.060399,51.988655,back"
"-11.824585,51.985069,back"
"-11.587143,51.980988,back"
"-11.353149,51.976501,back"
"-11.116908,51.971523,back"
"-10.876622,51.965939,back"
"-10.638504,51.95993,back"
"-10.376822,51.952854,back"
"-10.144304,51.946014,back"
"-9.897079,51.938278,back"
"-9.667969,51.930557,back"
"-9.417167,51.921619,back"
"-9.189835,51.913101,back"
"-8.949071,51.903557,back"
"-8.705902,51.89341,back"
"-8.442688,51.881863,back"
"-8.21022,51.871159,back"
"-7.961451,51.859222,back"
"-7.736588,51.847973,back"
"-7.500153,51.835636,back"
"-7.260404,51.822693,back"
"-7.022713,51.809372,back"
"-6.784726,51.799759,back"
"-6.557846,51.792717,back"
"-6.316147,51.783733,back"
"-6.251592,51.781311,back"
"-5.892606,51.767029,back"
"-5.668055,51.757507,back"
"-5.423015,51.746613,back"
"-5.181046,51.735363,back"
"-4.954529,51.724377,back"
"-4.712906,51.712135,back"
"-4.476261,51.699738,back"
"-4.214222,51.685364,back"
"-3.987295,51.672455,back"
"-3.75584,51.658859,back"
"-3.528061,51.645004,back"
"-3.30533,51.631031,back"
"-3.06038,51.61512,back"
"-2.83409,51.599991,back"
"-2.59003,51.583191,back"
"-2.35367,51.566391,back"
"-2.12486,51.549671,back"
"-1.89201,51.532211,back"
"-1.66283,51.514469,back"
"-1.43051,51.496132,back"
"-1.214371,51.47863,back"
"-0.992852,51.460236,back"
"-0.77268,51.441513,back"
"-0.547089,51.421875,back"
"-0.328598,51.40247,back"
"-0.109121,51.382507,back"
"0.09232,51.363831,back"
"0.34431,51.339951,back"
"0.57549,51.317558,back"
"0.82161,51.293121,back"
"1.05743,51.269241,back"
"1.28926,51.24408,back"
"1.51752,51.217621,back"
"1.74866,51.1908,back"
"1.97906,51.163559,back"
"2.20383,51.13652,back"
"2.453737,51.105881,back"
"2.68883,51.076538,back"
"2.925333,51.046509,back"
"3.160277,51.016159,back"
"3.394318,50.985409,back"
"3.609467,50.956684,back"
"3.844604,50.924797,back"
"4.069672,50.893745,back"
"4.301147,50.861439,back"
"4.539261,50.827595,back"
"4.759064,50.79594,back"
"4.982376,50.763214,back"
"5.034866,50.75544,back"
"5.344772,50.709213,back"
"5.371424,50.705154,back"
"5.694749,50.655807,back"
"5.905657,50.623032,back"
"6.130742,50.589386,back"
"6.354579,50.567093,back"
"6.579772,50.541439,back"
"6.794177,50.516602,back"
"7.017591,50.490276,back"
"7.243604,50.463181,back"
"7.466077,50.436035,back"
"7.691766,50.407928,back"
"7.921068,50.378181,back"
"8.136935,50.349968,back"
"8.367425,50.31934,back"
"8.58277,50.290199,back"
"8.80843,50.25938,back"
"9.03091,50.228352,back"
"9.25368,50.196861,back"
"9.504807,50.160782,back"
"9.727743,50.128326,back"
"9.935544,50.097565,back"
"10.155487,50.064606,back"
"10.382303,50.030155,back"
"10.60626,49.995567,back"
"10.832074,49.960327,back"
"11.047837,49.926086,back"
"11.272479,49.89006,back"
"11.498855,49.853119,back"
"11.723063,49.816223,back"
"11.93679,49.780426,back"
"12.164757,49.741837,back"
"12.38947,49.703339,back"
"12.61469,49.6642,back"
"12.837235,49.624969,back"
"13.048715,49.587349,back"
"13.269109,49.547642,back"
"13.490416,49.507233,back"
"13.709203,49.466858,back"
"13.921016,49.427307,back"
"14.139475,49.386017,back"
"14.358779,49.344131,back"
"14.570618,49.30307,back"
"14.789077,49.260361,back"
"15.006197,49.217422,back"
"15.226839,49.173248,back"
"15.445369,49.129074,back"
"15.660025,49.085129,back"
"15.880456,49.039581,back"
"16.101332,48.993298,back"
"16.309978,48.949265,back"
"16.527702,48.902752,back"
"16.746706,48.855503,back"
"16.964792,48.807861,back"
"17.177197,48.751831,back"
"17.38199,48.6866,back"
"17.584846,48.621624,back"
"17.788166,48.555939,back"
"17.986425,48.491512,back"
"18.187796,48.425308,back"
"18.388859,48.358841,back"
"18.594713,48.290222,back"
"18.791832,48.223984,back"
"18.995853,48.154381,back"
"19.17889,48.08334,back"
"19.370159,48.01025,back"
"19.5569,47.938519,back"
"19.753071,47.862579,back"
"19.944851,47.787781,back"
"20.13456,47.713299,back"
