Position
"-74.175217,40.689526"
"-74.175308,40.689297"
"-74.175446,40.688931"
"-74.175735,40.688736"
"-74.175507,40.688656"
"-74.175217,40.688541"
"-74.174942,40.68845"
"-74.174599,40.68832"
"-74.174362,40.688229"
"-74.173889,40.688049"
"-74.173523,40.687237"
"-74.173706,40.686974"
"-74.173851,40.686726"
"-74.173996,40.686493"
"-74.174164,40.686249"
"-74.174316,40.685993"
"-74.174484,40.685726"
"-74.174652,40.685474"
"-74.174805,40.685223"
"-74.174988,40.684937"
"-74.175125,40.684719"
"-74.175255,40.684502"
"-74.1754,40.684292"
"-74.175522,40.68409"
"-74.17572,40.683792"
"-74.175941,40.683434"
"-74.176163,40.683083"
"-74.176346,40.682808"
"-74.176506,40.682571"
"-74.176643,40.682362"
"-74.176773,40.68214"
"-74.176941,40.68187"
"-74.177094,40.681629"
"-74.177277,40.681366"
"-74.177475,40.681057"
"-74.177673,40.680714"
"-74.177963,40.680256"
"-74.178314,40.679707"
"-74.178482,40.679451"
"-74.178619,40.679249"
"-74.178772,40.679008"
"-74.178909,40.678776"
"-74.179062,40.678543"
"-74.17926,40.67823"
"-74.17942,40.677963"
"-74.179565,40.67775"
"-74.179718,40.677509"
"-74.179855,40.677277"
"-74.180031,40.677021"
"-74.180183,40.676777"
"-74.180359,40.676502"
"-74.180496,40.676273"
"-74.180328,40.676537"
"-74.17952,40.675587"
"-74.179192,40.675671"
"-74.179062,40.675873"
"-74.178986,40.676136"
"-74.178749,40.676506"
"-74.177505,40.678474"
"-74.174438,40.683243"
"-74.17157,40.687775"
"-74.168205,40.692986"
"-74.165833,40.696838"
"-74.163017,40.70118"
"-74.158325,40.707047"
"-74.154404,40.710304"
"-74.149963,40.713364"
"-74.140549,40.719151"
"-74.129684,40.725807"
"-74.118469,40.732819"
"-74.109337,40.738514"
"-74.104431,40.741653"
"-74.094856,40.749783"
"-74.088303,40.757462"
"-74.084122,40.762863"
"-74.077629,40.771381"
"-74.069458,40.781982"
"-74.058212,40.79652"
"-74.053711,40.802353"
"-74.048851,40.808109"
"-74.03949,40.815765"
"-74.031799,40.819565"
"-74.016785,40.823776"
"-74.00753,40.825287"
"-73.993164,40.827164"
"-73.968765,40.830223"
"-73.948242,40.832794"
"-73.92865,40.835266"
"-73.907776,40.837997"
"-73.881874,40.841442"
"-73.855469,40.845028"
"-73.836365,40.848938"
"-73.825806,40.852341"
"-73.811035,40.858109"
"-73.797119,40.863876"
"-73.771729,40.874268"
"-73.752968,40.883152"
"-73.744789,40.888599"
"-73.737236,40.89465"
"-73.73056,40.900375"
"-73.706909,40.920914"
"-73.692505,40.93309"
"-73.67395,40.948471"
"-73.656921,40.962387"
"-73.638176,40.977562"
"-73.623817,40.989201"
"-73.590546,41.016201"
"-73.571693,41.031513"
"-73.552216,41.047295"
"-73.497849,41.091381"
"-73.448288,41.131508"
"-73.38916,41.179504"
"-73.331619,41.226055"
"-73.273865,41.272522"
"-73.211121,41.323151"
"-73.149475,41.371857"
"-73.118233,41.391132"
"-73.10746,41.396439"
"-72.925331,41.475994"
"-72.75721,41.549736"
"-72.585648,41.622635"
"-72.411636,41.687119"
"-72.148651,41.787003"
"-71.952148,41.861122"
"-71.763077,41.931881"
"-71.553017,42.009979"
"-71.343277,42.087387"
"-71.126381,42.166832"
"-70.913124,42.244354"
"-70.698685,42.321709"
"-70.431244,42.417282"
"-70.217247,42.493149"
"-69.984444,42.574909"
"-69.750603,42.656609"
"-69.515991,42.737549"
"-69.285477,42.8167"
"-69.057838,42.89407"
"-68.884666,42.952587"
"-68.59948,43.048019"
"-68.530991,43.070801"
"-68.224586,43.172012"
"-68.12249,43.20546"
"-67.822243,43.30307"
"-67.600052,43.374676"
"-67.378387,43.445435"
"-67.167732,43.512192"
"-66.957329,43.592377"
"-66.771774,43.691071"
"-66.594391,43.787613"
"-66.410057,43.887863"
"-66.235001,43.98251"
"-66.057983,44.077652"
"-65.839531,44.194061"
"-65.64827,44.295383"
"-65.463997,44.392365"
"-65.276642,44.490372"
"-65.089088,44.587738"
"-64.900887,44.684921"
"-64.721306,44.776932"
"-64.534096,44.872448"
"-64.353958,44.963596"
"-64.166115,45.058098"
"-63.987324,45.14743"
"-63.80722,45.236938"
"-63.618744,45.329868"
"-63.439507,45.417755"
"-63.251953,45.509171"
"-63.069214,45.597591"
"-62.87867,45.689205"
"-62.682293,45.77742"
"-62.491573,45.855972"
"-62.290352,45.940353"
"-62.097675,46.020584"
"-61.903336,46.100739"
"-61.709518,46.180241"
"-61.511284,46.26096"
"-61.317108,46.339417"
"-61.118687,46.419113"
"-60.919861,46.498306"
"-60.721302,46.576859"
"-60.513725,46.658424"
"-60.320034,46.733871"
"-60.117859,46.812057"
"-59.917534,46.889091"
"-59.724838,46.962524"
"-59.520969,47.039593"
"-59.315254,47.116928"
"-59.118839,47.190098"
"-58.917,47.264786"
"-58.712063,47.340042"
"-58.509819,47.413742"
"-58.307121,47.48703"
"-58.10257,47.560455"
"-57.90168,47.632015"
"-57.698929,47.703659"
"-57.494835,47.775257"
"-57.290062,47.845413"
"-57.088413,47.913845"
"-56.887207,47.98167"
"-56.677341,48.051918"
"-56.476524,48.118515"
"-56.274296,48.185028"
"-56.071121,48.25145"
"-55.864212,48.318466"
"-55.660496,48.38393"
"-55.447277,48.451942"
"-55.23362,48.519394"
"-55.029602,48.583328"
"-54.815994,48.649742"
"-54.612965,48.712261"
"-54.414703,48.772873"
"-54.206894,48.835876"
"-54.003086,48.897125"
"-53.798603,48.958103"
"-53.581238,49.022415"
"-53.372356,49.083481"
"-53.163898,49.144043"
"-52.953819,49.204514"
"-52.743107,49.264618"
"-52.53331,49.32399"
"-52.321896,49.38327"
"-52.100925,49.444611"
"-51.881416,49.505081"
"-51.66885,49.563004"
"-51.455505,49.620636"
"-51.37619,49.641953"
"-51.047321,49.71244"
"-50.92382,49.727524"
"-50.672066,49.788933"
"-50.479332,49.835934"
"-50.250732,49.899364"
"-50.049515,49.946495"
"-49.60289,50.089355"
"-49.414131,50.14772"
"-49.271931,50.175171"
"-49.068787,50.215553"
"-48.847492,50.265766"
"-48.612087,50.318657"
"-48.381142,50.360626"
"-48.160942,50.413185"
"-48.026817,50.455952"
"-36.421837,52.061756"
"-14.651489,52.000946"
"-14.4245,52.000992"
"-14.194728,52.000618"
"-13.962916,51.999783"
"-13.729858,52.000214"
"-13.496323,52.000076"
"-13.256607,51.999435"
"-13.017778,51.998245"
"-12.775844,51.996521"
"-12.540187,51.994427"
"-12.301559,51.991791"
"-12.060399,51.988655"
"-11.824585,51.985069"
"-11.587143,51.980988"
"-11.353149,51.976501"
"-11.116908,51.971523"
"-10.876622,51.965939"
"-10.638504,51.95993"
"-10.376822,51.952854"
"-10.144304,51.946014"
"-9.897079,51.938278"
"-9.667969,51.930557"
"-9.417167,51.921619"
"-9.189835,51.913101"
"-8.949071,51.903557"
"-8.705902,51.89341"
"-8.442688,51.881863"
"-8.21022,51.871159"
"-7.961451,51.859222"
"-7.736588,51.847973"
"-7.500153,51.835636"
"-7.260404,51.822693"
"-7.022713,51.809372"
"-6.784726,51.799759"
"-6.557846,51.792717"
"-6.316147,51.783733"
"-6.251592,51.781311"
"-5.892606,51.767029"
"-5.668055,51.757507"
"-5.423015,51.746613"
"-5.181046,51.735363"
"-4.954529,51.724377"
"-4.712906,51.712135"
"-4.476261,51.699738"
"-4.214222,51.685364"
"-3.987295,51.672455"
"-3.75584,51.658859"
"-3.528061,51.645004"
"-3.30533,51.631031"
"-3.06038,51.61512"
"-2.83409,51.599991"
"-2.59003,51.583191"
"-2.35367,51.566391"
"-2.12486,51.549671"
"-1.89201,51.532211"
"-1.66283,51.514469"
"-1.43051,51.496132"
"-1.214371,51.47863"
"-0.992852,51.460236"
"-0.77268,51.441513"
"-0.547089,51.421875"
"-0.328598,51.40247"
"-0.109121,51.382507"
"0.09232,51.363831"
"0.34431,51.339951"
"0.57549,51.317558"
"0.82161,51.293121"
"1.05743,51.269241"
"1.28926,51.24408"
"1.51752,51.217621"
"1.74866,51.1908"
"1.97906,51.163559"
"2.20383,51.13652"
"2.453737,51.105881"
"2.68883,51.076538"
"2.925333,51.046509"
"3.160277,51.016159"
"3.394318,50.985409"
"3.609467,50.956684"
"3.844604,50.924797"
"4.069672,50.893745"
"4.301147,50.861439"
"4.539261,50.827595"
"4.759064,50.79594"
"4.982376,50.763214"
"5.034866,50.75544"
"5.344772,50.709213"
"5.371424,50.705154"
"5.694749,50.655807"
"5.905657,50.623032"
"6.130742,50.589386"
"6.354579,50.567093"
"6.579772,50.541439"
"6.794177,50.516602"
"7.017591,50.490276"
"7.243604,50.463181"
"7.466077,50.436035"
"7.691766,50.407928"
"7.921068,50.378181"
"8.136935,50.349968"
"8.367425,50.31934"
"8.58277,50.290199"
"8.80843,50.25938"
"9.03091,50.228352"
"9.25368,50.196861"
"9.504807,50.160782"
"9.727743,50.128326"
"9.935544,50.097565"
"10.155487,50.064606"
"10.382303,50.030155"
"10.60626,49.995567"
"10.832074,49.960327"
"11.047837,49.926086"
"11.272479,49.89006"
"11.498855,49.853119"
"11.723063,49.816223"
"11.93679,49.780426"
"12.164757,49.741837"
"12.38947,49.703339"
"12.61469,49.6642"
"12.837235,49.624969"
"13.048715,49.587349"
"13.269109,49.547642"
"13.490416,49.507233"
"13.709203,49.466858"
"13.921016,49.427307"
"14.139475,49.386017"
"14.358779,49.344131"
"14.570618,49.30307"
"14.789077,49.260361"
"15.006197,49.217422"
"15.226839,49.173248"
"15.445369,49.129074"
"15.660025,49.085129"
"15.880456,49.039581"
"16.101332,48.993298"
"16.309978,48.949265"
"16.527702,48.902752"
"16.746706,48.855503"
"16.964792,48.807861"
"17.177197,48.751831"
"17.38199,48.6866"
"17.584846,48.621624"
"17.788166,48.555939"
"17.986425,48.491512"
"18.187796,48.425308"
"18.388859,48.358841"
"18.594713,48.290222"
"18.791832,48.223984"
"18.995853,48.154381"
"19.17889,48.08334"
"19.370159,48.01025"
