Position,weekday
"-66.418373,43.754726,back",1
"-66.205833,43.823112,back",1
"-65.992828,43.890976,back",1
"-65.78109,43.957947,back",1
"-65.569023,44.024506,back",1
"-65.362007,44.088821,back",1
"-65.152374,44.153595,back",1
"-64.944138,44.217411,back",1
"-64.734795,44.280952,back",1
"-64.522575,44.344894,back",1
"-64.309608,44.408413,back",1
"-64.099464,44.470608,back",1
"-63.892952,44.532623,back",1
"-63.689419,44.598255,back",1
"-63.485031,44.662403,back",1
"-63.279682,44.726166,back",1
"-63.076237,44.788925,back",1
"-62.872211,44.851406,back",1
"-62.662224,44.915131,back",1
"-62.443611,44.981007,back",1
"-62.240101,45.041702,back",1
"-62.02541,45.105286,back",1
"-61.820656,45.165436,back",1
"-61.709354,45.197891,back",1
"-61.366817,45.296951,back",1
"-61.152248,45.358219,back",1
"-60.946522,45.41655,back",1
"-60.730984,45.477081,back",1
"-60.713001,45.482117,back",1
"-60.561481,45.524323,back",1
"-60.371178,45.576969,back",1
"-60.032715,45.669571,back",1
"-59.976013,45.684971,back",1
"-59.749214,45.746094,back",1
"-59.400063,45.839172,back",1
"-59.195072,45.893188,back",1
"-58.903885,45.968987,back",1
"-58.692604,46.023403,back",1
"-58.484756,46.076519,back",1
"-58.27169,46.130474,back",1
"-58.055878,46.184566,back",1
"-57.842281,46.237518,back",1
"-57.628853,46.290054,back",1
"-57.415554,46.342072,back",1
"-57.204872,46.392883,back",1
"-57.153828,46.405151,back",1
"-56.847519,46.478035,back",1
"-56.63747,46.527374,back",1
"-56.605381,46.534882,back",1
"-56.298752,46.606144,back",1
"-56.086166,46.654793,back",1
"-55.872826,46.7033,back",1
"-55.656738,46.751862,back",1
"-55.441433,46.799744,back",1
"-55.222912,46.8479,back",1
"-55.012558,46.8937,back",1
"-54.790466,46.941605,back",1
"-54.57122,46.98848,back",1
"-54.363785,47.032196,back",1
"-54.143509,47.078247,back",1
"-53.922546,47.123795,back",1
"-53.701996,47.168976,back",1
"-53.485016,47.21283,back",1
"-53.266647,47.256481,back",1
"-53.050163,47.299213,back",1
"-52.830505,47.342148,back",1
"-52.614231,47.383892,back",1
"-52.403206,47.424316,back",1
"-52.184029,47.465607,back",1
"-51.968628,47.50795,back",1
"-51.763847,47.561676,back",1
"-51.544762,47.617813,back",1
"-51.330521,47.672379,back",1
"-51.182415,47.7099,back",1
"-50.825249,47.798958,back",1
"-50.746891,47.801022,back",1
"-50.434288,47.895317,back",1
"-50.226536,47.945686,back",1
"-50.040527,47.990479,back",1
"-49.736206,48.066422,back",1
"-49.60313,48.099636,back",1
"-49.100037,48.195908,back",1
"-48.896172,48.235199,back",1
"-48.696613,48.281296,back",1
"-48.485653,48.322346,back",1
"-48.301048,48.364532,back",1
"-48.100216,48.419079,back",1
"-47.979347,48.460911,back",1
"-47.82494,48.508217,back",1
"-47.541294,48.567638,back",1
"-47.259956,48.628162,back",1
"-11.914109,48.843658,back",1
"-11.684394,48.856525,back",1
"-11.455712,48.868561,back",1
"-11.229224,48.880096,back",1
"-10.997103,48.891449,back",1
"-10.918367,48.895203,back",1
"-10.604765,48.909531,back",1
"-10.374274,48.919559,back",1
"-10.146719,48.928986,back",1
"-9.924124,48.937759,back",1
"-9.692266,48.946426,back",1
"-9.467046,48.954391,back",1
"-9.239141,48.962013,back",1
"-9.023226,48.968811,back",1
"-8.803923,48.975311,back",1
"-8.574613,48.981659,back",1
"-8.3585,48.987247,back",1
"-8.078059,48.990829,back",1
"-7.852551,48.990925,back",1
"-7.627681,48.991104,back",1
"-7.40556,48.990829,back",1
"-7.193154,48.990131,back",1
"-6.968512,48.989059,back",1
"-6.754761,48.987534,back",1
"-6.532095,48.985569,back",1
"-6.322632,48.983334,back",1
"-6.100863,48.98053,back",1
"-5.881444,48.977375,back",1
"-5.656369,48.973698,back",1
"-5.433751,48.96965,back",1
"-5.214069,48.96524,back",1
"-5.006296,48.960617,back",1
"-4.788304,48.955078,back",1
"-4.567349,48.948421,back",1
"-4.348614,48.941299,back",1
"-4.126667,48.933247,back",1
"-3.907471,48.924316,back",1
"-3.684323,48.915649,back",1
"-3.490554,48.909531,back",1
"-3.13878,48.896667,back",1
"-2.931166,48.888565,back",1
"-2.711088,48.879593,back",1
"-2.491572,48.870209,back",1
"-2.27079,48.860367,back",1
"-2.049962,48.85001,back",1
"-1.829224,48.839264,back",1
"-1.609779,48.828232,back",1
"-1.400123,48.8172,back",1
"-1.182837,48.805412,back",1
"-0.954365,48.792564,back",1
"-0.7483,48.780602,back",1
"-0.539053,48.768078,back",1
"-0.326139,48.754898,back",1
"-0.116007,48.741543,back",1
"0.0812,48.728622,back",1
"0.291842,48.714478,back",1
"0.507034,48.699554,back",1
"0.720905,48.684376,back",1
"0.934401,48.668793,back",1
"1.147367,48.652863,back",1
"1.4116,48.632488,back",1
"1.48684,48.62656,back",1
"1.78976,48.602306,back",1
"1.992284,48.585594,back",1
"2.206914,48.56749,back",1
"2.279381,48.560623,back",1
"2.363145,48.55217,back",1
"2.507774,48.538017,back",1
"2.802993,48.508026,back",1
"3.00823,48.486622,back",1
"3.228029,48.463299,back",1
"3.433368,48.441101,back",1
"3.640137,48.41835,back",1
"3.850497,48.394821,back",1
"4.062412,48.370754,back",1
"4.263752,48.347443,back",1
"4.478013,48.322201,back",1
"4.694,48.296299,back",1
"4.8992,48.2714,back",1
"5.125686,48.243347,back",1
"5.337115,48.216759,back",1
"5.54704,48.189926,back",1
"5.744652,48.164337,back",1
"5.98858,48.132252,back",1
"6.20502,48.10331,back",1
"6.4073,48.075809,back",1
"6.62009,48.046459,back",1
"6.84202,48.015469,back",1
"7.03829,47.987579,back",1
"7.18935,47.962212,back",1
"7.22083,47.952068,back",1
"7.2507,47.939529,back",1
"7.28036,47.924469,back",1
"7.48183,47.821812,back",1
"7.66516,47.729969,back",1
"7.85213,47.635479,back",1
"8.01896,47.550499,back",1
"8.20305,47.456242,back",1
"8.38377,47.363129,back",1
"8.56494,47.269039,back",1
"8.73399,47.18079,back",1
"8.91667,47.08466,back",1
"9.09844,46.988571,back",1
"9.26493,46.899841,back",1
"9.43945,46.80637,back",1
"9.616882,46.710655,back",1
"9.785591,46.621414,back",1
"9.81292,46.610706,back",1
"9.840317,46.601349,back",1
"10.041916,46.530636,back",1
"10.231636,46.462437,back",1
"10.424752,46.392517,back",1
"10.616638,46.322548,back",1
"10.80157,46.254593,back",1
"10.996834,46.182426,back",1
"11.192047,46.109573,back",1
"11.384851,46.037292,back",1
"11.575745,45.965168,back",1
"11.760596,45.894791,back",1
"11.945572,45.823929,back",1
"12.12971,45.752884,back",1
"12.312447,45.681942,back",1
"12.495506,45.610348,back",1
"12.677687,45.538563,back",1
"12.861842,45.46571,back",1
"13.045873,45.392303,back",1
"13.136701,45.360222,back",1
"13.155212,45.356094,back",1
"13.191572,45.349503,back",1
"13.418326,45.306221,back",1
"13.619777,45.265503,back",1
"13.812888,45.226639,back",1
"14.023311,45.183647,back",1
"14.223142,45.142498,back",1
"14.42391,45.100647,back",1
"14.623588,45.058731,back",1
"14.823434,45.016251,back",1
"15.026149,44.972858,back",1
"15.216849,44.931564,back",1
"15.423628,44.886337,back",1
"15.626155,44.841705,back",1
"15.82192,44.798058,back",1
"16.021416,44.753227,back",1
"16.219351,44.708313,back",1
"16.402784,44.666382,back",1
"16.606907,44.619202,back",1
"16.806402,44.572697,back",1
"17.00918,44.524933,back",1
"17.14316,44.493233,back",1
"17.42654,44.425461,back",1
"17.632206,44.375656,back",1
"17.826952,44.32814,back",1
"18.026798,44.278976,back",1
"18.226118,44.229465,back",1
"18.427277,44.179096,back",1
"18.627319,44.128555,back",1
"18.814726,44.080811,back",1
"19.013018,44.02985,back",1
"19.231504,43.973145,back",1
"19.432787,43.920593,back",1
"19.550299,43.889603,back",1
"19.841118,43.812378,back",1
"20.029993,43.761658,back",1
"20.23292,43.706772,back",1
"20.423775,43.65477,back",1
"20.615519,43.602081,back",1
"20.804464,43.549667,back",1
"20.994299,43.49675,back",1
"21.193216,43.440781,back",1
"21.378872,43.388176,back",1
"21.57025,43.333511,back",1
"21.771044,43.275658,back",1
"21.957027,43.221706,back",1
"22.155655,43.163681,back",1
"22.342871,43.108566,back",1
"22.528185,43.053558,back",1
"22.728424,42.996578,back",1
"22.756151,42.991692,back",1
"22.777143,42.989128,back",1
"22.794407,42.987732,back",1
"22.829916,42.986942,back",1
"23.073904,42.987595,back",1
"23.285204,42.987259,back",1
"23.496813,42.98671,back",1
"23.701406,42.98584,back",1
"23.826664,42.985031,back",1
"24.121006,42.982658,back",1
"24.331709,42.980473,back",1
"24.546204,42.977909,back",1
"24.760054,42.974945,back",1
"24.974607,42.971558,back",1
"25.150517,42.968414,back",1
"25.344309,42.964691,back",1
"25.658112,42.95808,back",1
"25.887058,42.952587,back",1
"26.098154,42.947231,back",1
"26.346653,42.940388,back",1
"26.565334,42.933872,back",1
"26.786957,42.926888,back",1
"27.004011,42.919739,back",1
"27.210714,42.912411,back",1
"27.427694,42.904217,back",1
"27.642256,42.895885,back",1
"27.846025,42.887505,back",1
"28.071573,42.877964,back",1
"28.291456,42.867966,back",1
"28.509457,42.857758,back",1
"28.724968,42.847229,back",1
"28.944004,42.836205,back",1
"29.180389,42.8237,back",1
"29.4053,42.81144,back",1
"29.603535,42.800262,back",1
"29.803661,42.788544,back",1
"30.009283,42.776154,back",1
"30.213152,42.763596,back",1
"30.420956,42.750366,back",1
"30.628477,42.736725,back",1
"30.826326,42.715805,back",1
"31.028711,42.694733,back",1
"31.218609,42.674854,back",1
"31.425205,42.652817,back",1
"31.633945,42.630295,back",1
"31.846182,42.606766,back",1
"32.044052,42.584545,back",1
"32.246918,42.561592,back",1
"32.441925,42.538921,back",1
"32.645939,42.51495,back",1
"32.839859,42.491673,back",1
"33.043873,42.466953,back",1
"33.248077,42.441723,back",1
"33.443085,42.417282,back",1
"33.645054,42.391632,back",1
"33.842197,42.366211,back",1
"34.046249,42.339584,back",1
"34.240265,42.314026,back",1
"34.443607,42.286797,back",2
"34.635933,42.260586,back",2
"34.840137,42.232468,back",2
"35.033165,42.205517,back",2
"35.119011,42.193367,back",2
"35.406937,42.152206,back",2
"35.597702,42.124603,back",2
"35.797546,42.095371,back",2
"35.996384,42.065861,back",2
"36.195545,42.035927,back",2
"36.395832,42.005447,back",2
"36.587158,41.975967,back",2
"36.783787,41.945343,back",2
"36.982407,41.914192,back",2
"37.172497,41.902321,back",2
"37.372803,41.899292,back",2
"37.57449,41.895813,back",2
"37.767162,41.892124,back",2
"37.967503,41.888123,back",2
"38.168503,41.883636,back",2
"38.363758,41.878967,back",2
"38.567257,41.873749,back",2
"38.761452,41.868439,back",2
"38.968693,41.86235,back",2
"39.173412,41.856049,back",2
"39.37656,41.849442,back",2
"39.588211,41.842129,back",2
"39.798355,41.834496,back",2
"40.005501,41.826626,back",2
"40.21196,41.818359,back",2
"40.231686,41.817535,back",2
"40.51445,41.803818,back",2
"40.715271,41.786682,back",2
"40.917393,41.770752,back",2
"41.116077,41.754704,back",2
"41.306034,41.738983,back",2
"41.502476,41.722321,back",2
"41.698929,41.705357,back",2
"41.893425,41.688229,back",2
"42.080135,41.671463,back",2
"42.275646,41.653545,back",2
"42.473591,41.635113,back",2
"42.674084,41.616074,back",2
"42.874519,41.596664,back",2
"43.067043,41.577667,back",2
"43.269466,41.557297,back",2
"43.472324,41.53656,back",2
"43.679661,41.515007,back",2
"43.875713,41.494217,back",2
"44.083141,41.471924,back",2
"44.28751,41.449448,back",2
"44.491245,41.426838,back",2
"44.682957,41.40509,back",2
"44.851868,41.385681,back",2
"45.14101,41.344021,back",2
"45.334229,41.294128,back",2
"45.516602,41.247208,back",2
"45.706238,41.197723,back",2
"45.896446,41.1478,back",2
"46.085876,41.097702,back",2
"46.274597,41.047302,back",2
"46.453247,40.999283,back",2
"46.643082,40.947861,back",2
"46.833969,40.895817,back",2
"47.024048,40.843781,back",2
"47.211998,40.791771,back",2
"47.399597,40.739044,back",2
"47.579288,40.68861,back",2
"47.767212,40.635361,back",2
"47.947395,40.584007,back",2
"48.137451,40.536758,back",2
"48.32373,40.491348,back",2
"48.514282,40.444016,back",2
"48.691532,40.399521,back",2
"48.8773,40.352737,back",2
"49.065754,40.304787,back",2
"49.24115,40.259216,back",2
"49.430115,40.210373,back",2
"49.623371,40.178864,back",2
"49.817444,40.161209,back",2
"50.014221,40.142532,back",2
"50.211121,40.123672,back",2
"50.407772,40.104473,back",2
"50.605713,40.084854,back",2
"50.792667,40.065975,back",2
"50.98877,40.045853,back",2
"51.182434,40.02562,back",2
"51.388302,40.003689,back",2
"51.581371,39.976734,back",2
"51.7724,39.940704,back",2
"51.963196,39.904716,back",2
"52.143433,39.870316,back",2
"52.333679,39.833679,back",2
"52.5224,39.796951,back",2
"52.711983,39.759796,back",2
"52.902222,39.722141,back",2
"53.093384,39.685223,back",2
"53.273243,39.649796,back",2
"53.306618,39.643204,back",2
"53.574409,39.589874,back",2
"53.762253,39.552017,back",2
"53.953796,39.513062,back",2
"54.113892,39.48016,back",2
"54.298553,39.441422,back",2
"54.593506,39.378956,back",2
"54.790344,39.336826,back",2
"54.974731,39.296978,back",2
"55.082226,39.27356,back",2
"55.348694,39.215092,back",2
"55.542664,39.172127,back",2
"55.727493,39.130692,back",2
"55.908691,39.089729,back",2
"56.089661,39.048481,back",2
"56.284332,39.003799,back",2
"56.455276,38.95871,back",2
"56.662476,38.900494,back",2
"56.851742,38.848022,back",2
"57.030701,38.797894,back",2
"57.208557,38.747803,back",2
"57.397705,38.694126,back",2
"57.5849,38.640656,back",2
"57.769516,38.581055,back",2
"57.941296,38.520996,back",2
"58.114075,38.46011,back",2
"58.285816,38.398148,back",2
"58.46579,38.314041,back",2
"58.637424,38.233154,back",2
"58.796726,38.15744,back",2
"58.985069,38.067352,back",2
"59.176514,37.975342,back",2
"59.339607,37.89613,back",2
"59.503296,37.798965,back",2
"59.656055,37.707138,back",2
"59.799358,37.620213,back",2
"59.943802,37.532227,back",2
"60.118919,37.425068,back",2
"60.270161,37.332054,back",2
"60.414051,37.243149,back",2
"60.557285,37.154205,back",2
"60.708477,37.060097,back",2
"60.852196,36.970531,back",2
"61.002125,36.886642,back",2
"61.159428,36.797684,back",2
"61.300907,36.717499,back",2
"61.466694,36.623112,back",2
"61.619167,36.533844,back",2
"61.770401,36.444672,back",2
"61.922218,36.354923,back",2
"62.074585,36.264359,back",2
"62.228901,36.172344,back",2
"62.381599,36.080826,back",2
"62.532249,35.990093,back",2
"62.683754,35.898514,back",2
"62.8335,35.80761,back",2
"62.982101,35.71701,back",2
"63.133049,35.624451,back",2
"63.285198,35.53038,back",2
"63.435287,35.435577,back",2
"63.57946,35.344646,back",2
"63.729935,35.249493,back",2
"63.87664,35.157074,back",2
"64.018364,35.067242,back",2
"64.167274,34.972412,back",2
"64.313179,34.879166,back",2
"64.462334,34.783401,back",2
"64.609589,34.688416,back",2
"64.755264,34.594208,back",2
"64.902878,34.498142,back",2
"65.049042,34.402679,back",2
"65.194817,34.307182,back",2
"65.252441,34.269245,back",2
"65.477058,34.120834,back",2
"65.629524,34.019623,back",2
"65.775208,33.922615,back",2
"68.530869,32.000984,back",2
"68.734093,31.856781,back",2
"68.885139,31.748978,back",2
"69.029091,31.646072,back",2
"69.184998,31.54216,back",2
"69.341858,31.436214,back",2
"69.488037,31.323898,back",2
"69.610664,31.196503,back",2
"69.725594,31.075516,back",2
"69.841187,30.952768,back",2
"69.962555,30.823425,back",2
"70.083542,30.694078,back",2
"70.198326,30.570831,back",2
"70.312607,30.447739,back",2
"70.432541,30.318192,back",2
"70.547112,30.194014,back",2
"70.66449,30.070541,back",2
"70.788467,29.939072,back",2
"70.910675,29.808884,back",2
"71.033531,29.677551,back",2
"71.163239,29.550198,back",2
"71.287964,29.428556,back",2
"71.416786,29.301374,back",2
"71.541138,29.179642,back",2
"71.671211,29.0522,back",2
"71.795166,28.930075,back",2
"71.91967,28.807114,back",2
"72.050079,28.680862,back",2
"72.197662,28.575119,back",2
"72.374001,28.48955,back",2
"72.568764,28.433578,back",2
"72.737305,28.407152,back",2
"72.961739,28.372101,back",2
"73.390892,28.304993,back",2
"73.577972,28.275284,back",2
"73.779587,28.242874,back",2
"73.976173,28.211029,back",2
"74.174194,28.196503,back",2
"74.371208,28.207855,back",2
"74.561462,28.22081,back",2
"74.761154,28.234537,back",2
"74.901299,28.238205,back",2
"74.929237,28.235184,back",2
"75.136292,28.210693,back",2
"75.319893,28.189894,back",2
"75.518562,28.166803,back",2
"75.71476,28.143723,back",2
"75.912834,28.120102,back",2
"76.107895,28.096556,back",2
"76.303009,28.072721,back",2
"76.496429,28.048828,back",2
"76.693764,28.024155,back",2
"76.878716,28.000845,back",2
"77.06823,27.976591,back",2
"77.265945,27.948944,back",2
"77.454666,27.897545,back",2
"77.64212,27.847223,back",2
"77.83062,27.795914,back",2
"78.005623,27.74794,back",2
"78.192291,27.696579,back",2
"78.380348,27.644577,back",2
"78.564888,27.593124,back",2
"78.74855,27.541718,back",2
"78.925728,27.491842,back",2
"79.100784,27.442245,back",2
"79.285057,27.389894,back",2
"79.469078,27.336592,back",2
"79.646973,27.266996,back",2
"79.813667,27.200333,back",2
"79.989693,27.129181,back",2
"80.164223,27.058302,back",2
"80.342911,26.985489,back",2
"80.489258,26.925613,back",2
"80.659653,26.855576,back",2
"80.908493,26.746403,back",2
"81.057961,26.651733,back",2
"81.206116,26.555557,back",2
"81.36837,26.450912,back",2
"81.529953,26.376572,back",2
"81.752274,26.273483,back",2
"81.800934,26.251007,back",2
"82.053185,26.133821,back",2
"82.2174,26.057102,back",2
"82.377335,25.982201,back",2
"82.54599,25.902876,back",2
"82.71225,25.824371,back",2
"82.881432,25.744225,back",2
"83.045502,25.666214,back",2
"83.214012,25.585693,back",2
"83.379311,25.506454,back",2
"83.545067,25.426739,back",2
"83.708801,25.347656,back",2
"83.865013,25.271954,back",2
"84.027458,25.192932,back",2
"84.189911,25.113647,back",2
"84.343361,25.038528,back",2
"84.503883,24.959635,back",2
"84.663033,24.881195,back",2
"84.815331,24.805779,back",2
"84.971939,24.725197,back",2
"85.12207,24.632185,back",2
"85.26474,24.544189,back",2
"85.413879,24.45175,back",2
"85.561623,24.359985,back",2
"85.703026,24.271866,back",2
"85.84758,24.181467,back",2
"85.994316,24.089401,back",2
"86.132187,24.002707,back",2
"86.275841,23.912069,back",2
"86.418053,23.822113,back",2
"86.562157,23.741035,back",2
"86.717003,23.654821,back",2
"86.865219,23.572191,back",2
"87.012688,23.489655,back",2
"87.154594,23.410263,back",2
"87.30703,23.32472,back",2
"87.446648,23.246092,back",2
"87.588196,23.166208,back",2
"87.738243,23.081251,back",2
"87.887169,22.996805,back",2
"88.028564,22.916317,back",2
"88.171822,22.834442,back",2
"88.312325,22.754082,back",2
"88.460213,22.668457,back",2
"88.592888,22.580675,back",2
"88.728539,22.491528,back",2
"88.917,22.366882,back",2
"89.05365,22.276642,back",2
"89.194183,22.191404,back",2
"89.333328,22.105545,back",2
"89.473366,22.018744,back",2
"89.614052,21.931364,back",2
"89.763443,21.838303,back",2
"89.901176,21.752335,back",2
"90.037956,21.666687,back",2
"90.183769,21.575089,back",2
"90.323349,21.487289,back",2
"90.461784,21.399923,back",2
"90.603027,21.310591,back",2
"90.744072,21.221283,back",2
"90.876961,21.136871,back",2
"91.018135,21.047012,back",2
"91.129387,20.976059,back",2
"91.267105,20.888031,back",2
"91.464317,20.761505,back",2
"91.621559,20.660385,back",2
"91.767204,20.5665,back",2
"91.906181,20.476606,back",2
"92.04071,20.389343,back",2
"92.176865,20.299164,back",2
"92.323021,20.202438,back",2
"92.464813,20.108414,back",2
"92.607491,20.013565,back",2
"92.757172,19.91379,back",2
"92.89328,19.822815,back",2
"93.040169,19.724369,back",2
"93.165215,19.640436,back",2
"93.311676,19.541885,back",2
"93.450294,19.44841,back",2
"93.559868,19.37439,back",2
"93.637749,19.321655,back",2
"93.839073,19.185108,back",2
"93.864937,19.167513,back",2
"94.025291,19.058393,back",2
"94.212456,18.930607,back",2
"94.341148,18.842577,back",2
"94.467339,18.756083,back",2
"94.592285,18.670166,back",2
"94.720047,18.582275,back",2
"94.855255,18.493015,back",2
"94.984703,18.408325,back",2
"95.112289,18.324171,back",2
"95.239403,18.23671,back",2
"95.367783,18.14447,back",2
"95.493263,18.055285,back",2
"95.61779,17.966557,back",2
"95.746735,17.874523,back",2
"95.869102,17.787052,back",2
"95.990005,17.700302,back",2
"96.115196,17.610535,back",2
"96.235222,17.524063,back",2
"96.359612,17.434465,back",2
"96.470848,17.343548,back",2
"96.562813,17.230379,back",2
"96.627747,17.112946,back",2
"96.693321,16.988846,back",2
"96.756981,16.867271,back",2
"96.820107,16.746609,back",2
"96.886024,16.620405,back",2
"96.951454,16.495041,back",2
"97.014572,16.373819,back",2
"97.079704,16.248547,back",2
"97.142731,16.127232,back",2
"97.205391,16.006439,back",2
"97.271408,15.878998,back",2
"97.333328,15.759282,back",2
"97.398804,15.632567,back",2
"97.45919,15.515442,back",2
"97.527031,15.384796,back",2
"97.592323,15.263489,back",2
"97.654579,15.146516,back",2
"97.721184,15.021196,back",2
"97.78656,14.898112,back",2
"97.849304,14.779678,back",2
"97.914703,14.656174,back",2
"97.980316,14.531607,back",2
"98.045364,14.40801,back",2
"98.10984,14.285392,back",2
"98.176285,14.159003,back",2
"98.237045,14.043088,back",2
"98.302963,13.917443,back",2
"98.317276,13.890304,back",2
"98.409454,13.714196,back",2
"98.473061,13.592606,back",2
"98.536476,13.471287,back",2
"98.600708,13.35053,back",2
"98.662048,13.234755,back",2
"98.723427,13.118729,back",2
"98.730438,13.105453,back",2
"98.822113,12.932007,back",2
"98.883202,12.816147,back",2
"98.947884,12.693492,back",2
"99.008934,12.577515,back",2
"99.072861,12.455887,back",2
"99.13707,12.333618,back",2
"99.197548,12.218445,back",2
"99.260429,12.098465,back",2
"99.324173,11.976746,back",2
"99.384834,11.86084,back",2
"99.448479,11.739075,back",2
"99.512039,11.617297,back",2
"99.574913,11.497925,back",2
"99.638748,11.375977,back",2
"99.702538,11.253708,back",2
"99.766464,11.131256,back",2
"99.830452,11.008719,back",2
"99.894539,10.885729,back",2
"99.958481,10.762784,back",2
"100.022522,10.639561,back",2
"100.083748,10.521606,back",2
"100.148338,10.39707,back",2
"100.208664,10.280643,back",2
"100.270935,10.160258,back",2
"100.339035,10.028749,back",2
"100.40126,9.908249,back",2
"100.463501,9.78772,back",2
"100.526207,9.666138,back",2
"100.586227,9.549819,back",2
"100.646271,9.433299,back",2
"100.709435,9.310593,back",2
"100.77285,9.187178,back",2
"100.832848,9.070724,back",2
"100.895599,8.948364,back",2
"100.958771,8.825363,back",2
"101.019005,8.707809,back",2
"101.081528,8.585815,back",2
"101.141655,8.468504,back",2
"101.204018,8.346583,back",2
"101.266151,8.225052,back",2
"101.328186,8.103674,back",2
"101.390404,7.981888,back",2
"101.453247,7.858763,back",2
"101.518417,7.730804,back",2
"101.580986,7.608215,back",2
"101.640198,7.492035,back",2
"101.703369,7.367889,back",2
"101.765656,7.245438,back",2
"101.827873,7.122958,back",2
"101.893913,6.99321,back",2
"101.967476,6.854724,back",2
"102.010094,6.776749,back",2
"102.106552,6.606089,back",2
"102.173874,6.483215,back",2
"102.236732,6.365786,back",2
"102.254456,6.332291,back",2
"102.343185,6.158203,back",2
"102.403801,6.034613,back",2
"102.462379,5.914974,back",2
"102.515846,5.794876,back",2
"102.534607,5.745987,back",2
"102.594986,5.567047,back",2
"102.633713,5.444145,back",2
"102.671829,5.322178,back",2
"102.709969,5.199417,back",2
"102.75061,5.071198,back",2
"102.800934,4.946869,back",2
"102.848419,4.82756,back",2
"102.897766,4.703979,back",2
"102.947197,4.579995,back",2
"102.995384,4.45903,back",2
"103.02462,4.3855,back",2
"103.101479,4.192588,back",2
"103.148743,4.073926,back",2
"103.197754,3.950749,back",2
"103.246719,3.827711,back",2
"103.298141,3.698529,back",2
"103.346245,3.577606,back",2
"103.396294,3.451721,back",2
"103.44622,3.328951,back",2
"103.502434,3.208054,back",2
"103.555138,3.09051,back",2
"103.610497,2.967891,back",2
"103.657356,2.876129,back",2
"103.665527,2.866827,back",2
"103.678734,2.854676,back",2
"103.693062,2.844589,back",2
"103.714966,2.831959,back",2
"103.730682,2.8233,back",2
"103.83548,2.764691,back",2
"103.893234,2.727539,back",2
"103.906326,2.715159,back",2
"103.914093,2.70694,back",2
"103.984108,2.633377,back",2
"104.084991,2.527321,back",2
"104.104691,2.377702,back",2
"104.105278,2.268082,back",2
"104.105278,2.206787,back",2
"104.105232,2.146088,back",2
"104.105278,2.090607,back",2
"104.105278,2.029861,back",2
"104.105423,1.950027,back",2
"104.105782,1.895654,back",2
"104.105972,1.841327,back",2
"104.106209,1.788816,back",2
"104.1064,1.736618,back",2
"104.106491,1.718243,back",2
"104.106583,1.698944,back",2
"104.106682,1.679698,back",2
"104.106773,1.661217,back",2
"104.106911,1.64209,back",2
"104.106964,1.623649,back",2
"104.108078,1.606018,back",2
"104.110657,1.589154,back",2
"104.11322,1.572954,back",2
"104.11573,1.556474,back",2
"104.118179,1.539871,back",2
"104.120506,1.523621,back",2
"104.12278,1.507501,back",2
"104.125053,1.491953,back",2
"104.127441,1.475739,back",2
"104.128929,1.459579,back",2
"104.126976,1.448135,back",2
"104.122688,1.437744,back",2
"104.119385,1.430832,back",2
"104.116173,1.424103,back",2
"104.113029,1.417283,back",2
"104.107254,1.404062,back",2
"104.100861,1.387769,back",2
"104.095787,1.374527,back",2
"104.090523,1.361069,back",2
"104.085518,1.348432,back",2
"104.080544,1.335956,back",2
"104.074905,1.321944,back",2
"104.069946,1.309616,back",2
"104.064827,1.296661,back",2
"104.05928,1.282514,back",2
"104.054214,1.269699,back",2
"104.047974,1.253723,back",2
"104.042946,1.240906,back",2
"104.037636,1.22735,back",2
"104.025581,1.195816,back",2
"104.019905,1.183456,back",2
"104.013535,1.175118,back",2
"104.0112,1.172562,back",2
"104.002266,1.16362,back",2
"103.994545,1.157894,back",2
"103.987083,1.154343,back",2
"103.981918,1.152283,back",2
"103.956375,1.146302,back",2
"103.930519,1.14728,back",2
"103.914696,1.199799,back",2
"103.91893,1.210098,back",2
"103.920891,1.214767,back",2
"103.922661,1.218924,back",2
"103.926735,1.228514,back",2
"103.930473,1.237405,back",2
"103.942169,1.265383,back",2
"103.945,1.271988,back",2
"103.946579,1.275671,back",2
"103.950073,1.283981,back",2
"103.952545,1.289869,back",2
"103.987015,1.366995,back",2
"-74.175179,40.689564,back",2
"-74.175354,40.688942,back",2
"-74.174835,40.688633,back",2
"-74.174553,40.688656,back",2
"-74.174347,40.688751,back",2
"-74.17421,40.68882,back",2
"-74.174057,40.688885,back",2
"-74.174759,40.68853,back",2
"-74.174789,40.68853,back",2
"-74.17482,40.688541,back",2
"-74.174805,40.688519,back",2
"-74.174789,40.688507,back",2
"-74.174774,40.688484,back",2
"-74.174759,40.688473,back",2
"-74.174759,40.688473,back",2
"-74.174759,40.688473,back",2
"-74.174744,40.688461,back",2
"-74.174362,40.68832,back",2
"-74.174004,40.68819,back",2
"-74.173248,40.687786,back",2
"-74.173256,40.687565,back",2
"-74.173889,40.686642,back",2
"-74.174713,40.68536,back",2
"-74.175285,40.684456,back",2
"-74.17572,40.683758,back",2
"-74.176147,40.683094,back",2
"-74.176453,40.682613,back",2
"-74.176651,40.682304,back",2
"-74.17749,40.681011,back",2
"-74.177628,40.680779,back",2
"-74.177673,40.680721,back",2
"-74.177872,40.680393,back",2
"-74.178131,40.679981,back",2
"-74.178345,40.679661,back",2
"-74.178505,40.679405,back",2
"-74.178635,40.67918,back",2
"-74.17878,40.678974,back",2
"-74.178909,40.678768,back",2
